date,ticker,nav,close,aum,shares_outstanding,daily_share_change,estimated_flow,price_effect,aum_change,residual,premium_discount,quality_flag
2008-08-11,EWY,49.4191,49.91,2248568094,45500000.0,0.0,0.0,13219252.0,13219251.0,-1.0,0.993,normal
2008-08-12,EWY,49.3134,49.0,2246225370,45550000.0,50000.0,2465670.0,-4808395.0,-2342724.0,1.0,-0.635,normal
2008-08-13,EWY,48.61,48.4,2214186730,45550000.0,0.0,0.0,-32038640.0,-32038640.0,0.0,-0.432,normal
2008-08-14,EWY,48.8938,49.06,2227112271,45550000.0,0.0,0.0,12925541.0,12925541.0,-0.0,0.34,normal
2008-08-15,EWY,48.8964,48.72,2224786700,45500000.0,-50000.0,-2444821.0,119250.0,-2325571.0,-0.0,-0.361,normal
2008-08-18,EWY,48.4487,47.92,2204414940,45500000.0,0.0,0.0,-20371760.0,-20371760.0,0.0,-1.091,normal
2008-08-19,EWY,47.4525,46.91,2159086884,45500000.0,0.0,0.0,-45328056.0,-45328056.0,-0.0,-1.143,normal
2008-08-20,EWY,47.3829,47.7,2155919857,45500000.0,0.0,0.0,-3167027.0,-3167027.0,0.0,0.669,normal
2008-08-21,EWY,46.2222,46.52,2100799808,45450000.0,-50000.0,-2311111.0,-52808938.0,-55120049.0,-0.0,0.644,normal
2008-08-22,EWY,45.466,46.12,2066430200,45450000.0,0.0,0.0,-34369608.0,-34369608.0,0.0,1.438,normal
2008-08-25,EWY,45.0228,44.48,2046285987,45450000.0,0.0,0.0,-20144213.0,-20144213.0,-0.0,-1.206,normal
2008-08-26,EWY,44.1029,44.07,2004476669,45450000.0,0.0,0.0,-41809319.0,-41809318.0,1.0,-0.075,normal
2008-08-27,EWY,44.3518,44.5,2022442627,45600000.0,150000.0,6652772.0,11313187.0,17965958.0,-1.0,0.334,normal
2008-08-28,EWY,43.831,44.16,1998692414,45600000.0,0.0,0.0,-23750213.0,-23750213.0,-0.0,0.751,normal
2008-08-29,EWY,43.5463,43.27,1985710322,45600000.0,0.0,0.0,-12982092.0,-12982092.0,-0.0,-0.634,normal
2008-09-02,EWY,40.209,40.05,1833532680,45600000.0,0.0,0.0,-152177642.0,-152177642.0,0.0,-0.396,normal
2008-09-03,EWY,40.2423,39.7,1843095279,45800000.0,200000.0,8048451.0,1514148.0,9562599.0,-0.0,-1.347,normal
2008-09-04,EWY,40.7788,39.35,1873788066,45950000.0,150000.0,6116827.0,24575959.0,30692787.0,0.0,-3.504,normal
2008-09-05,EWY,40.5676,40.46,1864079152,45950000.0,0.0,0.0,-9708913.0,-9708914.0,-1.0,-0.265,normal
2008-09-08,EWY,44.3225,43.01,2016671657,45500000.0,-450000.0,-19945104.0,172537609.0,152592505.0,0.0,-2.961,normal
2008-09-09,EWY,42.8221,41.5,1948406551,45500000.0,0.0,0.0,-68265106.0,-68265106.0,0.0,-3.087,normal
2008-09-10,EWY,43.3023,43.1,1968091035,45450000.0,-50000.0,-2165117.0,21849600.0,19684484.0,0.0,-0.467,normal
2008-09-11,EWY,42.0909,42.5,1885673485,44800000.0,-650000.0,-27359102.0,-55058448.0,-82417550.0,0.0,0.972,normal
2008-09-12,EWY,43.0951,43.54,1930658688,44800000.0,0.0,0.0,44985203.0,44985203.0,-0.0,1.032,normal
2008-09-15,EWY,43.0665,41.24,1918612130,44550000.0,-250000.0,-10766622.0,-1279936.0,-12046558.0,0.0,-4.241,normal
2008-09-16,EWY,38.7707,39.88,1727235264,44550000.0,0.0,0.0,-191376865.0,-191376866.0,-1.0,2.861,normal
2008-09-17,EWY,41.3186,38.58,1844876115,44650000.0,100000.0,4131861.0,113508990.0,117640851.0,0.0,-6.628,normal
2008-09-18,EWY,39.0141,41.65,1741978092,44650000.0,0.0,0.0,-102898024.0,-102898023.0,1.0,6.756,normal
2008-09-19,EWY,41.5589,43.95,1845214139,44400000.0,-250000.0,-10389719.0,113625767.0,103236047.0,-0.0,5.754,normal
2008-09-22,EWY,41.7452,41.39,1840963629,44100000.0,-300000.0,-12523562.0,8273052.0,-4250510.0,0.0,-0.851,normal
2008-09-23,EWY,41.9939,41.25,1900226102,45250000.0,1150000.0,48293039.0,10969434.0,59262473.0,-0.0,-1.772,normal
2008-09-24,EWY,42.0789,41.99,1971394919,46850000.0,1600000.0,67326187.0,3842630.0,71168817.0,-0.0,-0.211,normal
2008-09-25,EWY,42.0967,43.27,1982752356,47100000.0,250000.0,10524163.0,833274.0,11357437.0,-0.0,2.787,normal
2008-09-26,EWY,41.2707,41.78,1937657064,46950000.0,-150000.0,-6190598.0,-38904694.0,-45095292.0,-0.0,1.234,normal
2008-09-29,EWY,39.7354,37.2,1879486076,47300000.0,350000.0,13907402.0,-72078391.0,-58170988.0,1.0,-6.381,normal
2008-09-30,EWY,38.9017,39.73,1851719254,47600000.0,300000.0,11670500.0,-39437321.0,-27766822.0,-0.0,2.129,normal
2008-10-01,EWY,39.2674,39.05,1853420100,47200000.0,-400000.0,-15706950.0,17407796.0,1700846.0,0.0,-0.554,normal
2008-10-02,EWY,37.4934,36.52,1754691401,46800000.0,-400000.0,-14997362.0,-83731337.0,-98728699.0,0.0,-2.596,normal
2008-10-03,EWY,37.4936,36.26,1743450168,46500000.0,-300000.0,-11248066.0,6833.0,-11241233.0,-0.0,-3.29,normal
2008-10-06,EWY,34.6007,33.36,1608930829,46500000.0,0.0,0.0,-134519339.0,-134519339.0,-0.0,-3.586,normal
2008-10-07,EWY,33.3834,31.59,1545651559,46300000.0,-200000.0,-6676681.0,-56602590.0,-63279270.0,1.0,-5.372,normal
2008-10-08,EWY,30.1518,29.4,1411104100,46800000.0,500000.0,15075898.0,-149623358.0,-134547459.0,0.0,-2.493,normal
2008-10-09,EWY,30.6832,28.38,1431369554,46650000.0,-150000.0,-4602474.0,24867929.0,20265454.0,-0.0,-7.506,normal
2008-10-10,EWY,31.0313,30.06,1432094034,46150000.0,-500000.0,-15515645.0,16240125.0,724480.0,0.0,-3.13,normal
2008-10-13,EWY,33.8295,36.8,1524019245,45050000.0,-1100000.0,-37212457.0,129137668.0,91925211.0,-1.0,8.781,normal
2008-10-14,EWY,36.912,36.1,1614902056,43750000.0,-1300000.0,-47985661.0,138868472.0,90882811.0,0.0,-2.2,normal
2008-10-15,EWY,35.1453,31.11,1549906010,44100000.0,350000.0,12300841.0,-77296888.0,-64996046.0,0.0,-11.482,normal
2008-10-16,EWY,28.6366,31.15,1232804683,43050000.0,-1050000.0,-30068407.0,-287032920.0,-317101327.0,0.0,8.777,normal
2008-10-17,EWY,28.539,29.1,1205773299,42250000.0,-800000.0,-22831210.0,-4200173.0,-27031384.0,-0.0,1.966,normal
2008-10-20,EWY,29.8202,30.83,1252448736,42000000.0,-250000.0,-7455052.0,54130489.0,46675437.0,0.0,3.386,normal
2008-10-21,EWY,29.3925,27.69,1225666208,41700000.0,-300000.0,-8817742.0,-17964786.0,-26782528.0,0.0,-5.792,normal
2008-10-22,EWY,27.0625,24.86,1128506000,41700000.0,0.0,0.0,-97160208.0,-97160208.0,-0.0,-8.139,normal
2008-10-23,EWY,24.3561,24.24,1015650454,41700000.0,0.0,0.0,-112855546.0,-112855546.0,-0.0,-0.477,normal
2008-10-24,EWY,21.5793,21.5,896620663,41550000.0,-150000.0,-3236898.0,-115792894.0,-119029791.0,0.0,-0.368,normal
2008-10-27,EWY,21.8689,20.89,893344442,40850000.0,-700000.0,-15308228.0,12032007.0,-3276221.0,-1.0,-4.476,normal
2008-10-28,EWY,22.7115,25.24,927765960,40850000.0,0.0,0.0,34421517.0,34421518.0,1.0,11.133,normal
2008-10-29,EWY,22.7362,24.51,915131889,40250000.0,-600000.0,-13641718.0,1007647.0,-12634071.0,-0.0,7.802,normal
2008-10-30,EWY,29.1562,29.92,1141464251,39150000.0,-1100000.0,-32071792.0,258404155.0,226332362.0,-0.0,2.62,normal
2008-10-31,EWY,28.7327,28.4,1142123394,39750000.0,600000.0,17239598.0,-16580456.0,659143.0,0.0,-1.158,normal
2008-11-03,EWY,29.6722,29.12,1241783118,41850000.0,2100000.0,62311698.0,37348027.0,99659724.0,-0.0,-1.861,normal
2008-11-04,EWY,29.5568,30.98,1265030954,42800000.0,950000.0,28078958.0,-4831122.0,23247836.0,0.0,4.815,normal
2008-11-05,EWY,30.6356,28.68,1311201754,42800000.0,0.0,0.0,46170800.0,46170800.0,0.0,-6.383,normal
2008-11-06,EWY,26.9859,25.38,1154995108,42800000.0,0.0,0.0,-156206646.0,-156206646.0,0.0,-5.951,normal
2008-11-07,EWY,28.0153,28.34,1199053428,42800000.0,0.0,0.0,44058320.0,44058320.0,-0.0,1.159,normal
2008-11-10,EWY,28.3746,27.69,1222947243,43100000.0,300000.0,8512394.0,15381421.0,23893815.0,0.0,-2.413,normal
2008-11-11,EWY,27.6309,26.49,1190893514,43100000.0,0.0,0.0,-32053729.0,-32053729.0,-0.0,-4.129,normal
2008-11-12,EWY,26.955,24.87,1160410985,43050000.0,-50000.0,-1347748.0,-29134781.0,-30482529.0,0.0,-7.735,normal
2008-11-13,EWY,25.5991,27.4,1105882459,43200000.0,150000.0,3839870.0,-58368395.0,-54528526.0,-0.0,7.035,normal
2008-11-14,EWY,25.325,24.6,1111768378,43900000.0,700000.0,17727514.0,-11841595.0,5885919.0,0.0,-2.863,normal
2008-11-17,EWY,24.8314,24.07,1090099689,43900000.0,0.0,0.0,-21668689.0,-21668689.0,-0.0,-3.066,normal
2008-11-18,EWY,23.1362,23.37,1036503462,44800000.0,900000.0,20822614.0,-74418841.0,-53596227.0,-0.0,1.01,normal
2008-11-19,EWY,22.7053,21.05,1022875612,45050000.0,250000.0,5676335.0,-19304186.0,-13627850.0,0.0,-7.29,normal
2008-11-20,EWY,20.4498,19.0,927396435,45350000.0,300000.0,6134927.0,-101614104.0,-95479177.0,0.0,-7.089,normal
2008-11-21,EWY,21.8152,22.57,998044348,45750000.0,400000.0,8726071.0,61921842.0,70647913.0,-0.0,3.46,normal
2008-11-24,EWY,20.7076,22.54,942195982,45500000.0,-250000.0,-5176901.0,-50671465.0,-55848366.0,-0.0,8.849,normal
2008-11-25,EWY,21.2018,21.38,961500632,45350000.0,-150000.0,-3180267.0,22484917.0,19304650.0,-0.0,0.841,normal
2008-11-26,EWY,22.6532,23.4,1026191138,45300000.0,-50000.0,-1132661.0,65823167.0,64690506.0,1.0,3.296,normal
2008-11-28,EWY,23.8568,23.93,1086675874,45550000.0,250000.0,5964192.0,54520543.0,60484736.0,0.0,0.307,normal
2008-12-01,EWY,23.7971,21.79,1083959955,45550000.0,0.0,0.0,-2715919.0,-2715919.0,-0.0,-8.434,normal
2008-12-02,EWY,22.6656,23.31,1032418126,45550000.0,0.0,0.0,-51541829.0,-51541829.0,0.0,2.843,normal
2008-12-03,EWY,22.5223,23.35,1020261776,45300000.0,-250000.0,-5630584.0,-6525766.0,-12156350.0,0.0,3.675,normal
2008-12-04,EWY,22.0069,21.99,990309015,45000000.0,-300000.0,-6602060.0,-23350700.0,-29952761.0,-0.0,-0.077,normal
2008-12-05,EWY,22.5074,23.3,1012833135,45000000.0,0.0,0.0,22524120.0,22524120.0,-0.0,3.522,normal
2008-12-08,EWY,24.7479,25.28,1113653295,45000000.0,0.0,0.0,100820160.0,100820160.0,-0.0,2.15,normal
2008-12-09,EWY,24.813,25.05,1116584865,45000000.0,0.0,0.0,2931570.0,2931570.0,0.0,0.955,normal
2008-12-10,EWY,26.7453,27.02,1203537780,45000000.0,0.0,0.0,86952915.0,86952915.0,-0.0,1.027,normal
2008-12-11,EWY,27.6299,27.24,1243346850,45000000.0,0.0,0.0,39809070.0,39809070.0,0.0,-1.411,normal
2008-12-12,EWY,25.9919,26.89,1169633610,45000000.0,0.0,0.0,-73713240.0,-73713240.0,0.0,3.455,normal
2008-12-15,EWY,27.3741,26.77,1214042621,44350000.0,-650000.0,-17793184.0,62202195.0,44409011.0,-0.0,-2.207,normal
2008-12-16,EWY,27.7221,28.95,1229475490,44350000.0,0.0,0.0,15432869.0,15432869.0,0.0,4.429,normal
2008-12-17,EWY,28.5019,28.5,1264057092,44350000.0,0.0,0.0,34581602.0,34581602.0,-0.0,-0.006,normal
2008-12-18,EWY,29.3384,28.43,1302622962,44400000.0,50000.0,1466918.0,37098952.0,38565870.0,-0.0,-3.096,normal
2008-12-19,EWY,29.5646,29.05,1312666331,44400000.0,0.0,0.0,10043369.0,10043369.0,0.0,-1.74,normal
2008-12-22,EWY,29.0807,28.39,1291184723,44400000.0,0.0,0.0,-21481608.0,-21481608.0,0.0,-2.375,normal
2008-12-23,EWY,27.3055,26.88,1212365932,44400000.0,0.0,0.0,-78818791.0,-78818791.0,0.0,-1.558,normal
2008-12-24,EWY,27.5743,27.8,1224297144,44400000.0,0.0,0.0,11931212.0,11931212.0,-0.0,0.819,normal
2008-12-26,EWY,27.4532,27.62,1218922080,44400000.0,0.0,0.0,-5375064.0,-5375064.0,-0.0,0.608,normal
2008-12-29,EWY,28.2268,28.0,1253269565,44400000.0,0.0,0.0,34347485.0,34347485.0,0.0,-0.803,normal
2008-12-30,EWY,28.3764,27.69,1259914291,44400000.0,0.0,0.0,6644726.0,6644726.0,-0.0,-2.419,normal
2008-12-31,EWY,28.3858,27.97,1260330941,44400000.0,0.0,0.0,416650.0,416650.0,0.0,-1.465,normal
2009-01-02,EWY,28.036,29.02,1244797778,44400000.0,0.0,0.0,-15533162.0,-15533163.0,-1.0,3.51,normal
2009-01-05,EWY,28.7634,29.09,1277093317,44400000.0,0.0,0.0,32295539.0,32295539.0,0.0,1.136,normal
2009-01-06,EWY,29.3431,29.77,1314570701,44800000.0,400000.0,11737238.0,25740145.0,37477384.0,0.0,1.455,normal
2009-01-07,EWY,30.7326,29.77,1392189045,45300000.0,500000.0,15366325.0,62252019.0,77618344.0,-0.0,-3.132,normal
2009-01-08,EWY,29.1514,29.57,1320559054,45300000.0,0.0,0.0,-71629991.0,-71629991.0,-0.0,1.436,normal
2009-01-09,EWY,28.2411,27.9,1279323642,45300000.0,0.0,0.0,-41235412.0,-41235412.0,0.0,-1.208,normal
2009-01-12,EWY,27.3275,26.61,1237934753,45300000.0,0.0,0.0,-41388889.0,-41388889.0,-0.0,-2.626,normal
2009-01-13,EWY,27.7348,27.55,1256385353,45300000.0,0.0,0.0,18450599.0,18450600.0,1.0,-0.666,normal
2009-01-14,EWY,28.215,26.96,1278138866,45300000.0,0.0,0.0,21753513.0,21753513.0,0.0,-4.448,normal
2009-01-15,EWY,25.652,26.23,1149210630,44800000.0,-500000.0,-12826012.0,-116102224.0,-128928236.0,-1.0,2.253,normal
2009-01-16,EWY,26.8657,26.79,1187465133,44200000.0,-600000.0,-16119436.0,54373939.0,38254503.0,0.0,-0.282,normal
2009-01-20,EWY,26.2576,25.23,1160584727,44200000.0,0.0,0.0,-26880407.0,-26880406.0,1.0,-3.913,normal
2009-01-21,EWY,25.6954,26.39,1135734647,44200000.0,0.0,0.0,-24850080.0,-24850080.0,-0.0,2.703,normal
2009-01-22,EWY,25.9404,25.57,1136191579,43800000.0,-400000.0,-10376179.0,10833111.0,456932.0,0.0,-1.428,normal
2009-01-23,EWY,25.1283,25.1,1100621686,43800000.0,0.0,0.0,-35569892.0,-35569893.0,-1.0,-0.113,normal
2009-01-26,EWY,25.1444,25.31,1101325246,43800000.0,0.0,0.0,703559.0,703560.0,1.0,0.658,normal
2009-01-27,EWY,25.1516,25.9,1101641438,43800000.0,0.0,0.0,316192.0,316192.0,-0.0,2.975,normal
2009-01-28,EWY,27.1438,27.75,1188897214,43800000.0,0.0,0.0,87255776.0,87255776.0,0.0,2.233,normal
2009-01-29,EWY,27.383,26.75,1185684333,43300000.0,-500000.0,-13691505.0,10478624.0,-3212881.0,-0.0,-2.312,normal
2009-01-30,EWY,27.2337,26.53,1263644747,46400000.0,3100000.0,84424541.0,-6464127.0,77960414.0,-0.0,-2.584,normal
2009-02-02,EWY,26.6141,26.38,1234892198,46400000.0,0.0,0.0,-28752549.0,-28752549.0,-0.0,-0.879,normal
2009-02-03,EWY,27.0962,27.67,1257265768,46400000.0,0.0,0.0,22373570.0,22373570.0,0.0,2.118,normal
2009-02-04,EWY,28.155,28.2,1383816874,49150000.0,2750000.0,77426173.0,49124933.0,126551106.0,0.0,0.16,normal
2009-02-05,EWY,27.666,28.53,1405435289,50800000.0,1650000.0,45648981.0,-24030565.0,21618415.0,-0.0,3.123,normal
2009-02-06,EWY,28.5272,29.53,1499106830,52550000.0,1750000.0,49922682.0,43748858.0,93671541.0,0.0,3.515,normal
2009-02-09,EWY,28.3154,28.77,1487974375,52550000.0,0.0,0.0,-11132455.0,-11132455.0,-0.0,1.605,normal
2009-02-10,EWY,28.089,26.84,1476077265,52550000.0,0.0,0.0,-11897110.0,-11897110.0,-0.0,-4.447,normal
2009-02-11,EWY,27.619,27.53,1451378660,52550000.0,0.0,0.0,-24698605.0,-24698605.0,0.0,-0.322,normal
2009-02-12,EWY,27.1211,27.26,1423855440,52500000.0,-50000.0,-1356053.0,-26167167.0,-27523220.0,0.0,0.512,normal
2009-02-13,EWY,27.3642,27.18,1436620605,52500000.0,0.0,0.0,12765165.0,12765165.0,0.0,-0.673,normal
2009-02-17,EWY,24.937,24.32,1309189980,52500000.0,0.0,0.0,-127430625.0,-127430625.0,-0.0,-2.474,normal
2009-02-18,EWY,24.3,24.2,1275752625,52500000.0,0.0,0.0,-33437355.0,-33437355.0,0.0,-0.412,normal
2009-02-19,EWY,24.0329,23.75,1264129120,52600000.0,100000.0,2403287.0,-14026793.0,-11623505.0,0.0,-1.177,normal
2009-02-20,EWY,22.7968,22.37,1199113311,52600000.0,0.0,0.0,-65015809.0,-65015809.0,0.0,-1.872,normal
2009-02-23,EWY,23.8419,22.44,1254085939,52600000.0,0.0,0.0,54972628.0,54972628.0,-0.0,-5.88,normal
2009-02-24,EWY,22.5838,23.32,1187906355,52600000.0,0.0,0.0,-66179584.0,-66179584.0,0.0,3.26,normal
2009-02-25,EWY,22.7123,22.63,1194664455,52600000.0,0.0,0.0,6758101.0,6758100.0,-1.0,-0.362,normal
2009-02-26,EWY,22.4513,22.19,1162976252,51800000.0,-800000.0,-17961023.0,-13727180.0,-31688203.0,-0.0,-1.164,normal
2009-02-27,EWY,22.3816,21.8,1120198880,50050000.0,-1750000.0,-39167793.0,-3609579.0,-42777372.0,0.0,-2.599,normal
2009-03-02,EWY,20.9682,20.02,1028491731,49050000.0,-1000000.0,-20968231.0,-70738918.0,-91707149.0,0.0,-4.522,normal
2009-03-03,EWY,21.4666,20.67,1044351355,48650000.0,-400000.0,-8586650.0,24446275.0,15859624.0,-0.0,-3.711,normal
2009-03-04,EWY,22.1551,22.46,1027997522,46400000.0,-2250000.0,-49849018.0,33495184.0,-16353833.0,0.0,1.376,normal
2009-03-05,EWY,21.9416,21.4,928130441,42300000.0,-4100000.0,-89960634.0,-9906446.0,-99867081.0,-1.0,-2.469,normal
2009-03-06,EWY,22.1241,22.04,892705942,40350000.0,-1950000.0,-43141923.0,7717424.0,-35424499.0,0.0,-0.38,normal
2009-03-09,EWY,22.505,22.0,908078404,40350000.0,0.0,0.0,15372462.0,15372462.0,-0.0,-2.244,normal
2009-03-10,EWY,23.4931,24.27,947946464,40350000.0,0.0,0.0,39868060.0,39868060.0,0.0,3.307,normal
2009-03-11,EWY,24.9208,24.55,1005554320,40350000.0,0.0,0.0,57607856.0,57607856.0,-0.0,-1.488,normal
2009-03-12,EWY,24.5463,25.32,986760898,40200000.0,-150000.0,-3681944.0,-15111479.0,-18793422.0,0.0,3.152,normal
2009-03-13,EWY,24.656,24.9,976378788,39600000.0,-600000.0,-14793618.0,4411508.0,-10382110.0,0.0,0.99,normal
2009-03-16,EWY,25.364,25.57,989197950,39000000.0,-600000.0,-15218430.0,28037592.0,12819162.0,0.0,0.812,normal
2009-03-17,EWY,26.8462,26.97,1033577583,38500000.0,-500000.0,-13423086.0,57802719.0,44379633.0,-0.0,0.461,normal
2009-03-18,EWY,26.7614,27.87,1024963037,38300000.0,-200000.0,-5352287.0,-3262259.0,-8614546.0,0.0,4.142,normal
2009-03-19,EWY,26.9398,27.23,1031793574,38300000.0,0.0,0.0,6830537.0,6830537.0,0.0,1.077,normal
2009-03-20,EWY,26.8115,26.77,1029562560,38400000.0,100000.0,2681152.0,-4912166.0,-2231014.0,-0.0,-0.155,normal
2009-03-23,EWY,27.9048,29.25,1071544781,38400000.0,0.0,0.0,41982221.0,41982221.0,0.0,4.821,normal
2009-03-24,EWY,28.6559,28.55,1100386099,38400000.0,0.0,0.0,28841318.0,28841318.0,-0.0,-0.369,normal
2009-03-25,EWY,29.2239,29.36,1138272736,38950000.0,550000.0,16073171.0,21813466.0,37886637.0,1.0,0.466,normal
2009-03-26,EWY,30.2856,30.45,1179625522,38950000.0,0.0,0.0,41352787.0,41352786.0,-1.0,0.543,normal
2009-03-27,EWY,29.8418,29.64,1174275105,39350000.0,400000.0,11936723.0,-17287140.0,-5350417.0,-0.0,-0.676,normal
2009-03-30,EWY,27.9321,27.43,1099126561,39350000.0,0.0,0.0,-75148544.0,-75148544.0,0.0,-1.797,normal
2009-03-31,EWY,28.2289,28.46,1110808356,39350000.0,0.0,0.0,11681795.0,11681795.0,-0.0,0.819,normal
2009-04-01,EWY,28.905,29.73,1143194253,39550000.0,200000.0,5781008.0,26604889.0,32385897.0,0.0,2.854,normal
2009-04-02,EWY,30.9481,31.73,1223999016,39550000.0,0.0,0.0,80804763.0,80804763.0,-0.0,2.526,normal
2009-04-03,EWY,30.984,31.96,1226966281,39600000.0,50000.0,1549200.0,1418065.0,2967265.0,-0.0,3.15,normal
2009-04-06,EWY,32.0396,31.65,1268769546,39600000.0,0.0,0.0,41803265.0,41803265.0,0.0,-1.216,normal
2009-04-07,EWY,31.5839,31.05,1260195775,39900000.0,300000.0,9475156.0,-18048928.0,-8573771.0,0.0,-1.69,normal
2009-04-08,EWY,29.8037,30.68,1193639427,40050000.0,150000.0,4470560.0,-71026908.0,-66556348.0,0.0,2.94,normal
2009-04-09,EWY,31.7972,32.69,1281427724,40300000.0,250000.0,7949304.0,79838994.0,87788297.0,-1.0,2.808,normal
2009-04-13,EWY,31.9832,32.6,1306513597,40850000.0,550000.0,17590758.0,7495115.0,25085873.0,-0.0,1.929,normal
2009-04-14,EWY,32.2242,32.08,1334081300,41400000.0,550000.0,17723302.0,9844401.0,27567703.0,0.0,-0.447,normal
2009-04-15,EWY,31.7353,32.37,1367792551,43100000.0,1700000.0,53950054.0,-20238804.0,33711251.0,1.0,2.0,normal
2009-04-16,EWY,31.9836,32.45,1408878990,44050000.0,950000.0,30384450.0,10701989.0,41086439.0,0.0,1.458,normal
2009-04-17,EWY,32.0139,32.44,1415015441,44200000.0,150000.0,4802089.0,1334363.0,6136451.0,-0.0,1.331,normal
2009-04-20,EWY,32.2404,30.73,1431471984,44400000.0,200000.0,6448072.0,10008471.0,16456543.0,-0.0,-4.685,normal
2009-04-21,EWY,31.8448,32.22,1413908765,44400000.0,0.0,0.0,-17563219.0,-17563219.0,0.0,1.178,normal
2009-04-22,EWY,32.3629,32.28,1436914003,44400000.0,0.0,0.0,23005238.0,23005238.0,-0.0,-0.256,normal
2009-04-23,EWY,32.7172,32.93,1452643636,44400000.0,0.0,0.0,15729632.0,15729633.0,1.0,0.65,normal
2009-04-24,EWY,32.392,33.15,1438203335,44400000.0,0.0,0.0,-14440301.0,-14440301.0,-0.0,2.34,normal
2009-04-27,EWY,31.9664,31.9,1432095795,44800000.0,400000.0,12786570.0,-18894109.0,-6107540.0,-0.0,-0.208,normal
2009-04-28,EWY,30.7524,31.26,1396157553,45400000.0,600000.0,18451421.0,-54389664.0,-35938242.0,1.0,1.651,normal
2009-04-29,EWY,32.0228,33.23,1453833531,45400000.0,0.0,0.0,57675978.0,57675978.0,-0.0,3.77,normal
2009-04-30,EWY,34.2241,34.22,1560619872,45600000.0,200000.0,6844824.0,99941517.0,106786341.0,0.0,-0.012,normal
2009-05-01,EWY,34.2339,34.74,1574759998,46000000.0,400000.0,13693565.0,446561.0,14140126.0,-0.0,1.478,normal
2009-05-04,EWY,35.274,36.76,1622604322,46000000.0,0.0,0.0,47844324.0,47844324.0,0.0,4.213,normal
2009-05-05,EWY,35.2717,36.39,1643660241,46600000.0,600000.0,21163007.0,-107088.0,21055919.0,-0.0,3.171,normal
2009-05-06,EWY,34.9457,36.29,1628468315,46600000.0,0.0,0.0,-15191926.0,-15191926.0,0.0,3.847,normal
2009-05-07,EWY,35.4882,35.2,1676817970,47250000.0,650000.0,23067337.0,25282317.0,48349655.0,0.0,-0.812,normal
2009-05-08,EWY,36.1651,37.03,1759431774,48650000.0,1400000.0,50631130.0,31982674.0,82613804.0,-1.0,2.392,normal
2009-05-11,EWY,36.4498,35.99,1791508260,49150000.0,500000.0,18224906.0,13851579.0,32076486.0,1.0,-1.262,normal
2009-05-12,EWY,35.9687,36.16,1769658072,49200000.0,50000.0,1798433.0,-23648621.0,-21850188.0,-0.0,0.532,normal
2009-05-13,EWY,36.1665,35.0,1793860186,49600000.0,400000.0,14466614.0,9735499.0,24202114.0,0.0,-3.225,normal
2009-05-14,EWY,34.5972,35.15,1731587958,50050000.0,450000.0,15568723.0,-77840950.0,-62272228.0,-0.0,1.598,normal
2009-05-15,EWY,35.2399,34.78,1769043633,50200000.0,150000.0,5285987.0,32169688.0,37455675.0,0.0,-1.305,normal
2009-05-18,EWY,35.0929,36.55,1775702511,50600000.0,400000.0,14037174.0,-7378296.0,6658878.0,-0.0,4.152,normal
2009-05-19,EWY,36.505,36.76,1876354995,51400000.0,800000.0,29203969.0,71448516.0,100652484.0,-0.0,0.699,normal
2009-05-20,EWY,36.6709,36.94,1890384173,51550000.0,150000.0,5500633.0,8528545.0,14029178.0,0.0,0.734,normal
2009-05-21,EWY,36.3555,35.89,1877761110,51650000.0,100000.0,3635549.0,-16258612.0,-12623063.0,0.0,-1.28,normal
2009-05-22,EWY,35.811,35.92,1853218370,51750000.0,100000.0,3581098.0,-28123838.0,-24542740.0,-0.0,0.304,normal
2009-05-26,EWY,34.5599,35.37,1790201888,51800000.0,50000.0,1727994.0,-64744477.0,-63016482.0,1.0,2.344,normal
2009-05-27,EWY,34.217,33.92,1772438165,51800000.0,0.0,0.0,-17763722.0,-17763723.0,-1.0,-0.868,normal
2009-05-28,EWY,35.5254,35.68,1840217533,51800000.0,0.0,0.0,67779368.0,67779368.0,0.0,0.435,normal
2009-05-29,EWY,35.6267,36.11,1868620363,52450000.0,650000.0,23157354.0,5245475.0,28402830.0,0.0,1.357,normal
2009-06-01,EWY,36.581,37.42,1918672296,52450000.0,0.0,0.0,50051934.0,50051933.0,-1.0,2.294,normal
2009-06-02,EWY,36.409,36.58,1913293003,52550000.0,100000.0,3640900.0,-9020194.0,-5379293.0,1.0,0.47,normal
2009-06-03,EWY,36.5449,35.51,1929572832,52800000.0,250000.0,9136235.0,7143594.0,16279829.0,-0.0,-2.832,normal
2009-06-04,EWY,35.1672,35.94,1862105411,52950000.0,150000.0,5275086.0,-72742507.0,-67467421.0,0.0,2.197,normal
2009-06-05,EWY,35.7743,35.71,1894246961,52950000.0,0.0,0.0,32141550.0,32141550.0,-0.0,-0.18,normal
2009-06-08,EWY,35.4758,35.32,1878443028,52950000.0,0.0,0.0,-15803934.0,-15803933.0,1.0,-0.439,normal
2009-06-09,EWY,34.6089,34.99,1832543055,52950000.0,0.0,0.0,-45899972.0,-45899973.0,-1.0,1.101,normal
2009-06-10,EWY,36.3014,35.98,1922157383,52950000.0,0.0,0.0,89614327.0,89614328.0,1.0,-0.885,normal
2009-06-11,EWY,36.2565,36.64,1923405999,53050000.0,100000.0,3625648.0,-2377031.0,1248616.0,-0.0,1.058,normal
